universe,slice,method,k,s,seed,train_frac,n_pairs,nnz,explained_variance,fit_seconds,transform_seconds,metrics_seconds,dd_mean_abs,dd_median_abs,dd_p95_abs,dd_mean_rho,dd_n_pairs,nn_overlap_at_5,nn_overlap_at_5_p10,nn_overlap_at_10,nn_overlap_at_10_p10,ari_C3,ari_C5,ari_C8,ari_mean,anomaly_recall_5pct,anomaly_precision_5pct,anomaly_score_spearman,anomaly_top10_overlap,sparsity_ratio
top_100__full_incl_covid,full_incl_covid,dense_jl,10,,2,0.7,50000,1000,,7.05840066075325e-05,4.38750721514225e-05,0.15003704139962792,0.2095596677818892,0.17867140796277237,0.5071779258106678,1.0834951470427978,50000,0.11985559566787003,0.0,0.16859205776173283,0.0,0.4830711309976919,0.2257146103154678,0.21085638649225583,0.30654737593513853,0.6428571428571429,0.6428571428571429,0.8546313900422572,0.8,0.0
top_100__full_incl_covid,full_incl_covid,dense_jl,10,,3,0.7,50000,1000,,6.166612729430199e-05,4.212465137243271e-05,0.14335537515580654,0.1666365601564283,0.14022242700761228,0.41073786270964563,1.003093005552635,50000,0.11215403128760529,0.0,0.16125150421179302,0.0,0.4985173291995511,0.3413157362894493,0.18748902213924093,0.34244069587608045,0.6904761904761905,0.6904761904761905,0.847414393759431,0.5,0.0
top_100__full_incl_covid,full_incl_covid,dense_jl,10,,4,0.7,50000,1000,,5.870917811989784e-05,3.8292258977890015e-05,0.1982005829922855,0.18399011710184354,0.15528951653976736,0.45386711025172394,1.0564751427493386,50000,0.11817087845968711,0.0,0.1607701564380265,0.0,0.40992449552808974,0.23175729172581613,0.1981230479672333,0.279934945073713,0.6666666666666666,0.6666666666666666,0.8381704964819008,0.4,0.0
top_100__full_incl_covid,full_incl_covid,dense_jl,10,,5,0.7,50000,1000,,6.912508979439735e-05,5.979137495160103e-05,0.14487087493762374,0.18991169910937522,0.16702091114412765,0.4433216726821816,0.9110680453565626,50000,0.07918170878459686,0.0,0.11419975932611312,0.0,0.10549500925855139,0.09229894198257638,0.07892583942940935,0.09223993022351236,0.5,0.5,0.7546972393879878,0.6,0.0
top_100__full_incl_covid,full_incl_covid,dense_jl,10,,6,0.7,50000,1000,,6.204191595315933e-05,3.27499583363533e-05,0.20487304078415036,0.1723159901683342,0.14879224701185556,0.40927139015242925,0.9555039999274572,50000,0.09290012033694345,0.0,0.12851985559566786,0.0,0.10947315536701094,0.13248110524559917,0.14451088696939776,0.1288217158606693,0.47619047619047616,0.47619047619047616,0.7994612649431381,0.6,0.0
top_100__full_incl_covid,full_incl_covid,dense_jl,10,,7,0.7,50000,1000,,5.2541960030794144e-05,2.2791791707277298e-05,0.12777058267965913,0.17261741359301366,0.15136872545235225,0.4058592954391988,1.010397710901052,50000,0.12202166064981951,0.0,0.17352587244283998,0.0,0.5839538688511025,0.3368612947272572,0.2619628567899535,0.39425934012277103,0.7142857142857143,0.7142857142857143,0.8666699636647115,0.7,0.0
top_100__full_incl_covid,full_incl_covid,dense_jl,10,,8,0.7,50000,1000,,0.00011300016194581985,6.762519478797913e-05,0.22182404110208154,0.1723549842645149,0.14913512699234277,0.41080792137023087,0.9623891688456909,50000,0.09482551143200961,0.0,0.1351383874849579,0.0,0.2642825591995684,0.180841589405076,0.14506494835361414,0.19672969898608617,0.5476190476190477,0.5476190476190477,0.7775393925047592,0.6,0.0
top_100__full_incl_covid,full_incl_covid,dense_jl,10,,9,0.7,50000,1000,,6.625009700655937e-05,6.704218685626984e-05,0.17599437525495887,0.18956384230265205,0.16802975497888167,0.4391937711025194,0.9191375161732828,50000,0.0871239470517449,0.0,0.12478941034897716,0.0,0.21699403068175532,0.1887783401319367,0.12602777875723073,0.1772667165236409,0.4523809523809524,0.4523809523809524,0.7757569224412227,0.3,0.0
top_100__full_incl_covid,full_incl_covid,dense_jl,20,,0,0.7,50000,2000,,8.683372288942337e-05,3.933301195502281e-05,0.18216550024226308,0.1241739078720181,0.1059172104693692,0.3019677086782612,1.008243682993308,50000,0.2055354993983153,0.0,0.2507821901323707,0.1,0.6792876992804514,0.33060407638374817,0.2968709058712429,0.4355875605118142,0.8333333333333334,0.8333333333333334,0.9065086296309925,0.8,0.0
top_100__full_incl_covid,full_incl_covid,dense_jl,20,,1,0.7,50000,2000,,6.804103031754494e-05,2.77077779173851e-05,0.1667694579809904,0.11969118365527344,0.10016948387458502,0.2986344480568455,1.0094809852771245,50000,0.19494584837545126,0.0,0.25511432009626955,0.1,0.6070160874804084,0.39829720745059366,0.2586108799167215,0.4213080582825745,0.7857142857142857,0.7857142857142857,0.8977531969031359,0.7,0.0
top_100__full_incl_covid,full_incl_covid,dense_jl,20,,2,0.7,50000,2000,,0.00011129211634397507,0.00010104198008775711,0.2272609588690102,0.13844082408475958,0.11991527816802666,0.32869423553838295,1.0653887341601025,50000,0.2170878459687124,0.0,0.27665463297232246,0.1,0.6456419298232449,0.4688688956088488,0.2996302604186156,0.4713803619502364,0.8809523809523809,0.8809523809523809,0.9182942196444761,0.7,0.0
top_100__full_incl_covid,full_incl_covid,dense_jl,20,,3,0.7,50000,2000,,6.458302959799767e-05,4.2791012674570084e-05,0.1664958749897778,0.1256017773421963,0.10602176034162014,0.30876759983099866,1.0161363587245444,50000,0.2062575210589651,0.0,0.2607701564380265,0.1,0.6127223439129201,0.32968215535042444,0.24372912282843048,0.3953778740305917,0.7380952380952381,0.7380952380952381,0.8995285362499706,0.5,0.0
top_100__full_incl_covid,full_incl_covid,dense_jl,20,,4,0.7,50000,2000,,6.304215639829636e-05,3.7041958421468735e-05,0.28480670880526304,0.13809862089721525,0.12180559688692977,0.3213264079943358,0.9394473417623509,50000,0.178820697954272,0.0,0.23200962695547533,0.1,0.33398601732215377,0.2267388776200069,0.13862319938589468,0.23311603144268514,0.5,0.5,0.8808082719659531,0.5,0.0
top_100__full_incl_covid,full_incl_covid,dense_jl,20,,5,0.7,50000,2000,,0.00010295910760760307,6.420817226171494e-05,0.20707379234954715,0.11535625656576193,0.09792174213696936,0.2817050123914864,0.966948376737713,50000,0.19975932611311673,0.0,0.2584837545126354,0.1,0.557109662980881,0.25010471863061345,0.22410488390767166,0.3437730885063887,0.7142857142857143,0.7142857142857143,0.8978041783908752,0.7,0.0
top_100__full_incl_covid,full_incl_covid,dense_jl,20,,6,0.7,50000,2000,,6.633298471570015e-05,5.054241046309471e-05,0.2101352922618389,0.1366408305500225,0.11556295119439836,0.3345227826919443,1.0579320199999769,50000,0.21275571600481347,0.0,0.26835138387484964,0.1,0.5380643651222159,0.3635384736557835,0.21564712606204064,0.37241665494668,0.6904761904761905,0.6904761904761905,0.9114584553152905,0.9,0.0
top_100__full_incl_covid,full_incl_covid,dense_jl,20,,7,0.7,50000,2000,,6.60829246044159e-05,4.191696643829346e-05,0.27008604211732745,0.11945802145451401,0.1028788312968627,0.28752862756674413,1.0203547014218852,50000,0.21708784596871245,0.0,0.28267148014440435,0.1,0.5709879292003601,0.2493994802572047,0.25655889521318803,0.3589821015569176,0.7857142857142857,0.7857142857142857,0.907475814114553,0.7,0.0
top_100__full_incl_covid,full_incl_covid,dense_jl,20,,8,0.7,50000,2000,,0.00012758374214172363,0.007514959201216698,0.19513729121536016,0.11844045664939627,0.09905660276274064,0.29128862166530933,0.9914165125101683,50000,0.19061371841155236,0.0,0.25198555956678703,0.1,0.5037061836586395,0.33130153590782857,0.21247479058876845,0.3491608367184122,0.7142857142857143,0.7142857142857143,0.8978174360870307,0.6,0.0
top_100__full_incl_covid,full_incl_covid,dense_jl,20,,9,0.7,50000,2000,,6.05839304625988e-05,4.100007936358452e-05,0.1964484159834683,0.1301751427993616,0.11228252745686168,0.3125829072650515,0.9635766827182066,50000,0.18002406738868834,0.0,0.2368231046931408,0.1,0.38483225483921757,0.2576668374754594,0.20372082354052695,0.28207330528506797,0.7142857142857143,0.7142857142857143,0.8663160208175105,0.7,0.0
top_100__full_incl_covid,full_incl_covid,dense_jl,30,,0,0.7,50000,3000,,5.754176527261734e-05,3.420887514948845e-05,0.21640029130503535,0.10855439165917112,0.09415918790376376,0.25750237860993547,1.022084851386857,50000,0.2702767749699158,0.0,0.3376654632972323,0.1,0.5898308649030968,0.5125426689857532,0.26810792149951995,0.4568271517961233,0.8095238095238095,0.8095238095238095,0.9338468773734203,0.8,0.0
